size_charge,size_pay,lat,lon,charge,pay,name
3.59,2.50,35.83746,-90.70386,12266.44,7302.85,ST BERNARDS MEDICAL CTR
7.41,2.39,36.18082,-94.13644,29690.16,6795.19,NW ARKANSAS HOSPITALS, LLC
7.26,2.43,34.46784,-93.06667,28994.09,6974.39,ST JOSEPHS MERCY HEALTH CENTER INC
3.38,2.26,36.34295,-92.39442,11328.13,6221.20,BAXTER REGIONAL MEDICAL CENTER
3.87,2.27,35.08546,-92.45774,13559.21,6246.74,CONWAY REGIONAL MEDICAL CENTER
4.02,2.27,34.77770,-92.12539,14214.62,6275.04,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK
5.17,2.32,35.28275,-93.14901,19473.82,6484.73,ST MARYS REGIONAL MEDICAL CENTER
6.63,2.75,35.14320,-90.18837,26120.67,8466.00,CRITTENDEN MEMORIAL HOSPITAL
4.34,2.39,35.37445,-94.41868,15675.58,6811.53,SPARKS REGIONAL MEDICAL CENTER
6.87,2.27,35.35395,-94.35262,27234.80,6268.70,ST EDWARD MERCY MEDICAL CENTER
7.28,2.58,34.18894,-92.01886,29078.10,7671.00,JEFFERSON REGIONAL MEDICAL CENTER
9.89,2.48,34.48600,-93.03521,40974.75,7215.44,NATIONAL PARK MEDICAL CENTER
4.27,2.31,34.57290,-92.58508,15392.62,6441.03,SALINE MEMORIAL HOSPITAL
4.76,2.38,33.64905,-93.58704,17611.79,6782.21,MEDICAL PARK HOSPITAL
5.77,2.40,34.74866,-92.35422,22211.13,6832.97,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK
4.92,2.47,35.80838,-90.66658,18345.09,7151.39,NEA BAPTIST MEMORIAL HOSPITAL
6.13,2.53,35.76927,-91.63408,23857.67,7466.97,WHITE RIVER MEDICAL CENTER
21.62,3.87,37.63362,-122.08802,94383.11,13544.68,ST ROSE HOSPITAL
10.70,2.93,40.78366,-124.14246,44674.00,9276.38,ST JOSEPH HOSPITAL
10.31,2.85,37.59283,-122.38249,42875.83,8895.75,PENINSULA MEDICAL CENTER
10.94,3.22,38.54384,-122.47401,45766.55,10581.36,ST HELENA HOSPITAL
9.52,3.30,38.57053,-121.45216,39267.17,10976.58,MERCY GENERAL HOSPITAL
16.26,3.32,33.97659,-117.38184,69978.55,11059.24,RIVERSIDE COMMUNITY HOSPITAL
8.03,3.17,32.68425,-117.08161,32483.00,10364.41,PARADISE VALLEY HOSPITAL
7.56,3.98,32.75426,-117.16592,30352.25,14069.25,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER
10.14,2.75,32.77495,-117.01467,42088.86,8470.23,GROSSMONT HOSPITAL
7.57,2.86,39.50528,-121.54100,30401.00,8941.89,OROVILLE HOSPITAL
10.48,2.91,35.38736,-119.01690,43675.16,9195.63,BAKERSFIELD MEMORIAL HOSPITAL
7.13,4.42,37.31288,-121.93329,28402.00,16037.42,SANTA CLARA VALLEY MEDICAL CENTER
9.46,2.62,39.74221,-121.85000,39033.08,7869.90,ENLOE MEDICAL CENTER
12.46,3.62,37.82206,-122.26275,52674.12,12398.12,ALTA BATES SUMMIT MEDICAL CENTER
9.03,3.06,32.78037,-115.56848,37070.86,9868.95,EL CENTRO REGIONAL MEDICAL CENTER
13.02,3.74,37.79100,-122.43125,55207.83,12955.94,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP
7.67,3.17,34.67486,-118.15771,30872.74,10358.66,ANTELOPE VALLEY HOSPITAL MED CENTER
11.30,2.96,36.32737,-119.29548,47391.73,9389.69,KAWEAH DELTA MEDICAL CENTER
13.23,3.48,34.12834,-118.25777,56193.00,11778.36,GLENDALE MEM HOSPITAL & HLTH CENTER
7.07,3.34,36.73000,-119.78000,28134.84,11147.81,COMMUNITY REGIONAL MEDICAL CENTER
10.55,3.79,34.09643,-118.29103,43973.04,13178.08,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER
9.34,2.59,33.78036,-117.86495,38484.70,7713.33,ST JOSEPH HOSPITAL
12.55,3.31,32.75143,-117.16083,53093.84,10985.49,SCRIPPS MERCY HOSPITAL
10.43,2.69,33.73798,-118.30525,43423.57,8197.93,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO
12.63,3.41,37.95337,-122.33672,53433.29,11445.07,DOCTORS MEDICAL CENTER-SAN PABLO
10.02,2.93,34.21674,-119.15631,41545.67,9256.27,ST JOHNS REGIONAL MEDICAL CENTER
11.60,3.11,37.96987,-121.28873,48762.56,10081.02,ST JOSEPHS MED CENTER OF STOCKTON
7.92,2.81,36.83532,-119.76562,32008.43,8724.20,SAINT AGNES MEDICAL CENTER
8.71,2.68,34.10130,-117.63651,35590.29,8110.26,SAN ANTONIO COMMUNITY HOSPITAL
12.74,3.08,32.79949,-117.15394,53945.43,9939.52,SHARP MEMORIAL HOSPITAL
9.63,3.00,33.92798,-117.43847,39790.55,9582.45,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER
