size_charge,size_pay,lat,lon,charge,pay,name,Air,BloodInf,UrinaryInf,Falls double,Mismatch,Objects,Sores,Sugar
2.64,2.26,35.83746,-90.70386,6886.29,5129.67,ST BERNARDS MEDICAL CTR,0.0,0.119,0.474,0.178,0.0,0.0,0.059,0.0
5.13,2.15,36.18082,-94.13644,18160.87,4642.55,NW ARKANSAS HOSPITALS, LLC,0.0,0.327,0.245,0.818,0.0,0.0,0.164,0.0
5.62,2.18,34.46784,-93.06667,20362.57,4767.75,ST JOSEPHS MERCY HEALTH CENTER INC,0.0,0.343,0.942,0.171,0.0,0.0,0.171,0.0
2.98,2.06,36.34295,-92.39442,8388.65,4244.22,BAXTER REGIONAL MEDICAL CENTER,0.0,0.0,0.484,0.194,0.0,0.097,0.194,0.0
3.60,2.14,35.08546,-92.45774,11235.45,4587.55,CONWAY REGIONAL MEDICAL CENTER,0.0,0.62,1.24,0.155,0.0,0.0,0.0,0.0
5.10,2.10,34.77770,-92.12539,18003.86,4422.57,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,0.0,0.625,0.803,0.0,0.0,0.0,0.357,0.089
4.90,2.20,35.28275,-93.14901,17098.17,4880.78,ST MARYS REGIONAL MEDICAL CENTER,0.0,0.429,1.287,0.0,0.0,0.0,0.0,0.215
4.62,2.42,35.14320,-90.18837,15822.69,5895.15,CRITTENDEN MEMORIAL HOSPITAL,0.0,0.303,0.303,0.0,0.0,0.0,0.0,0.0
3.37,2.15,35.37445,-94.41868,10171.46,4659.65,SPARKS REGIONAL MEDICAL CENTER,0.0,0.277,1.248,0.486,0.0,0.0,0.139,0.069
6.16,2.09,35.35395,-94.35262,22816.06,4388.28,ST EDWARD MERCY MEDICAL CENTER,0.0,0.604,0.302,0.906,0.0,0.0,0.101,0.0
5.54,2.28,34.18894,-92.01886,20017.81,5239.62,JEFFERSON REGIONAL MEDICAL CENTER,0.0,0.453,0.567,0.0,0.0,0.0,0.113,0.0
3.49,2.19,34.35877,-92.78638,10730.17,4857.42,HOT SPRING COUNTY MEDICAL CENTER,0.0,0.0,1.401,0.0,0.0,0.0,0.0,0.0
7.33,2.18,34.48600,-93.03521,28093.82,4795.73,NATIONAL PARK MEDICAL CENTER,0.0,0.423,0.846,0.423,0.212,0.0,0.212,0.0
3.90,2.12,34.57290,-92.58508,12586.80,4523.93,SALINE MEMORIAL HOSPITAL,0.0,0.442,0.221,0.0,0.0,0.0,0.0,0.0
4.82,2.20,33.22053,-92.67102,16756.88,4878.41,MEDICAL CENTER SOUTH ARKANSAS,0.0,0.379,0.947,0.0,0.0,0.189,0.0,0.0
4.33,2.13,34.74866,-92.35422,14523.64,4566.27,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,0.0,0.656,0.656,0.231,0.0,0.039,0.347,0.077
3.64,2.21,35.80838,-90.66658,11384.58,4946.92,NEA BAPTIST MEMORIAL HOSPITAL,0.0,0.134,0.939,0.402,0.0,0.0,0.134,0.134
5.43,2.26,35.76927,-91.63408,19480.56,5133.75,WHITE RIVER MEDICAL CENTER,0.0,0.87,0.497,0.249,0.0,0.0,0.373,0.0
10.45,3.10,37.63362,-122.08802,42212.75,8965.92,ST ROSE HOSPITAL,0.0,1.826,0.609,0.812,0.0,0.0,0.203,0.0
9.80,2.54,37.59283,-122.38249,39256.75,6412.00,PENINSULA MEDICAL CENTER,0.0,0.495,0.619,1.114,0.0,0.0,0.0,0.0
7.69,2.67,38.57053,-121.45216,29703.25,6998.67,MERCY GENERAL HOSPITAL,0.0,0.499,0.666,0.416,0.0,0.0,0.166,0.083
9.09,2.76,33.97659,-117.38184,36072.00,7418.00,RIVERSIDE COMMUNITY HOSPITAL,0.0,0.54,0.432,0.324,0.0,0.0,0.0,0.216
8.18,2.96,32.68425,-117.08161,31933.00,8301.12,PARADISE VALLEY HOSPITAL,0.0,0.267,0.0,0.0,0.0,0.0,0.0,0.0
6.12,3.14,32.75426,-117.16592,22614.32,9117.00,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,0.0,0.475,0.158,0.079,0.0,0.238,0.0,0.0
7.68,2.44,32.77495,-117.01467,29673.19,5961.19,GROSSMONT HOSPITAL,0.0,0.131,0.327,0.523,0.0,0.065,0.0,0.0
7.39,2.50,39.50528,-121.54100,28359.56,6249.07,OROVILLE HOSPITAL,0.0,0.366,0.61,0.0,0.0,0.0,0.244,0.0
10.73,2.53,35.38736,-119.01690,43483.94,6364.91,BAKERSFIELD MEMORIAL HOSPITAL,0.0,0.381,0.507,0.0,0.0,0.0,0.0,0.0
9.84,3.91,37.31288,-121.93329,39442.33,12598.67,SANTA CLARA VALLEY MEDICAL CENTER,0.0,0.196,0.589,0.786,0.0,0.0,0.589,0.0
6.29,2.34,39.74221,-121.85000,23396.13,5529.73,ENLOE MEDICAL CENTER,0.0,0.144,0.433,0.0,0.0,0.072,0.072,0.0
10.44,4.56,34.30238,-118.36957,42167.21,15566.14,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,0.0,0.725,0.0,0.0,0.0,0.0,0.0,0.0
10.60,3.02,37.82206,-122.26275,42876.11,8587.05,ALTA BATES SUMMIT MEDICAL CENTER,0.0,0.897,0.489,0.489,0.0,0.0,0.163,0.0
10.00,2.63,32.78037,-115.56848,40174.64,6822.18,EL CENTRO REGIONAL MEDICAL CENTER,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0
12.81,3.30,37.79100,-122.43125,52910.07,9865.20,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,0.0,0.689,0.536,0.842,0.0,0.0,0.153,0.0
11.06,3.12,37.74717,-122.42088,44985.00,9043.86,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,0.0,0.821,0.821,0.41,0.0,0.0,0.41,0.0
5.92,2.64,34.67486,-118.15771,21694.29,6890.58,ANTELOPE VALLEY HOSPITAL MED CENTER,0.0,0.369,0.462,0.092,0.0,0.185,0.0,0.0
8.93,2.54,36.32737,-119.29548,35352.95,6398.19,KAWEAH DELTA MEDICAL CENTER,0.0,0.4,0.599,0.4,0.0,0.0,0.2,0.067
7.12,2.91,34.12834,-118.25777,27160.71,8072.71,GLENDALE MEM HOSPITAL & HLTH CENTER,0.0,0.231,0.463,0.116,0.0,0.0,0.116,0.0
6.99,2.88,36.73000,-119.78000,26541.78,7942.04,COMMUNITY REGIONAL MEDICAL CENTER,0.0,0.42,0.18,0.12,0.0,0.0,0.48,0.0
6.70,3.18,34.09643,-118.29103,25230.81,9306.00,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,0.0,0.695,0.139,0.834,0.0,0.0,0.0,0.0
10.12,2.37,33.78036,-117.86495,40719.06,5648.83,ST JOSEPH HOSPITAL,0.0,0.106,0.53,0.212,0.0,0.106,0.212,0.0
8.40,2.75,32.75143,-117.16083,32918.63,7385.95,SCRIPPS MERCY HOSPITAL,0.052,0.105,0.472,0.21,0.0,0.0,0.052,0.0
7.35,2.47,33.73798,-118.30525,28171.67,6118.92,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,0.0,0.294,0.0,0.0,0.0,0.294,0.0,0.0
12.25,2.85,37.95337,-122.33672,50379.24,7831.48,DOCTORS MEDICAL CENTER-SAN PABLO,0.0,0.0,0.203,1.829,0.0,0.0,0.406,0.203
7.53,2.54,34.21674,-119.15631,29018.47,6412.77,ST JOHNS REGIONAL MEDICAL CENTER,0.0,0.601,0.601,0.241,0.0,0.12,0.0,0.0
11.57,2.64,37.96987,-121.28873,47266.18,6865.86,ST JOSEPHS MED CENTER OF STOCKTON,0.0,0.222,0.296,0.518,0.0,0.148,0.0,0.0
10.07,2.97,34.13101,-117.32181,40499.21,8353.00,COMMUNITY HOSPITAL OF SAN BERNARDINO,0.0,1.585,0.396,0.0,0.0,0.0,0.0,0.0
6.40,2.53,36.83532,-119.76562,23867.73,6378.58,SAINT AGNES MEDICAL CENTER,0.0,0.275,0.826,0.138,0.0,0.0,0.184,0.0
6.45,2.37,34.10130,-117.63651,24127.00,5660.85,SAN ANTONIO COMMUNITY HOSPITAL,0.0,0.539,0.673,0.135,0.0,0.0,0.135,0.0
10.86,2.54,32.79949,-117.15394,44076.85,6413.85,SHARP MEMORIAL HOSPITAL,0.0,0.288,0.672,0.48,0.0,0.096,0.0,0.0
11.13,2.91,38.13118,-122.23732,45309.00,8103.62,SUTTER SOLANO MEDICAL CENTER,0.0,0.0,1.022,0.341,0.0,0.0,0.0,0.0
10.97,3.11,34.04932,-118.21746,44574.43,9019.07,WHITE MEMORIAL MEDICAL CENTER,0.0,0.339,0.904,0.0,0.0,0.0,0.113,0.0
7.75,3.14,33.92963,-118.20332,30006.73,9116.64,SAINT FRANCIS MEDICAL CENTER,0.0,0.684,0.171,0.342,0.0,0.0,0.0,0.0
5.72,2.52,34.95099,-120.41322,20794.31,6332.38,MARIAN MEDICAL CENTER,0.0,0.0,0.485,0.0,0.0,0.0,0.0,0.0
8.82,2.69,38.57155,-121.46874,34846.22,7103.67,SUTTER GENERAL HOSPITAL,0.0,0.129,0.579,0.643,0.0,0.0,0.0,0.0
7.92,2.81,34.07558,-118.28424,30777.07,7641.00,TEMPLE COMMUNITY HOSPITAL,0.0,0.0,0.276,0.0,0.0,0.0,0.0,0.0
10.30,2.58,34.02685,-118.48651,41550.88,6618.76,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,0.0,0.45,0.36,0.629,0.0,0.0,0.0,0.0
9.89,2.42,33.12535,-117.07336,39668.57,5880.00,PALOMAR MEDICAL CENTER,0.0,0.56,0.56,0.224,0.0,0.0,0.224,0.112
9.93,2.57,34.22014,-118.53410,39858.89,6566.00,NORTHRIDGE HOSPITAL MEDICAL CENTER,0.0,1.27,0.098,0.586,0.0,0.195,0.098,0.0
